IP,SLOT,PORT,VLAN,ID_PORT
172.24.206.32,1,0,"28,321,190.00",12090075-75277064
172.24.206.32,1,1,"28,321,190.00",12090075-75277065
172.24.206.32,1,2,"28,321,190.00",12090075-75277066
172.24.206.32,1,3,"28,321,190.00",12090075-75277067
172.24.206.32,1,4,"28,321,190.00",12090075-75277068
172.24.206.32,1,5,"28,321,190.00",12090075-75277069
172.24.206.32,1,6,"28,321,190.00",12090075-75277070
172.24.206.32,1,7,"28,321,190.00",12090075-75277071
172.24.206.32,1,8,"28,321,190.00",12090075-75277072
172.24.206.32,1,9,"28,321,190.00",12090075-75277073
172.24.206.32,1,10,"28,321,190.00",12090075-75277074
172.24.206.32,1,11,"28,321,190.00",12090075-75277075
172.24.206.32,1,12,"28,321,190.00",12090075-75277076
172.24.206.32,1,13,"28,321,190.00",12090075-75277077
172.24.206.32,1,14,"28,321,190.00",12090075-75277078
172.24.206.32,1,15,"28,321,190.00",12090075-75277079
172.24.206.32,2,0,"28,321,190.00",12090078-75277096
172.24.206.32,2,1,"28,321,190.00",12090078-75277097
172.24.206.32,2,2,"28,321,190.00",12090078-75277098
172.24.206.32,2,3,"28,321,190.00",12090078-75277099
172.24.206.32,2,4,"28,321,190.00",12090078-75277100
172.24.206.32,2,5,"28,321,190.00",12090078-75277101
172.24.206.32,2,6,"28,321,190.00",12090078-75277102
172.24.206.32,2,7,"28,321,190.00",12090078-75277103
172.24.206.32,2,8,"28,321,190.00",12090078-75277104
172.24.206.32,2,9,"28,321,190.00",12090078-75277105
172.24.206.32,2,10,"28,321,190.00",12090078-75277106
172.24.206.32,2,11,"28,321,190.00",12090078-75277107
172.24.206.32,2,12,"28,321,190.00",12090078-75277108
172.24.206.32,2,13,"28,321,190.00",12090078-75277109
172.24.206.32,2,14,"28,321,190.00",12090078-75277110
172.24.206.32,2,15,"28,321,190.00",12090078-75277111
172.24.206.32,3,0,"28,321,190.00",12090081-75277151
172.24.206.32,3,1,"28,321,190.00",12090081-75277152
172.24.206.32,3,2,"28,321,190.00",12090081-75277153
172.24.206.32,3,3,"28,321,190.00",12090081-75277154
172.24.206.32,3,4,"28,321,190.00",12090081-75277155
172.24.206.32,3,5,"28,321,190.00",12090081-75277156
172.24.206.32,3,6,"28,321,190.00",12090081-75277157
172.24.206.32,3,7,"28,321,190.00",12090081-75277158
172.24.206.32,3,8,"28,321,190.00",12090081-75277159
172.24.206.32,3,9,"28,321,190.00",12090081-75277160
172.24.206.32,3,10,"28,321,190.00",12090081-75277161
172.24.206.32,3,11,"28,321,190.00",12090081-75277162
172.24.206.32,3,12,"28,321,190.00",12090081-75277163
172.24.206.32,3,13,"28,321,190.00",12090081-75277164
172.24.206.32,3,14,"28,321,190.00",12090081-75277165
172.24.206.32,3,15,"28,321,190.00",12090081-75277166
172.24.206.32,4,0,"28,321,190.00",12090085-75277207
172.24.206.32,4,1,"28,321,190.00",12090085-75277208
172.24.206.32,4,2,"28,321,190.00",12090085-75277209
172.24.206.32,4,3,"28,321,190.00",12090085-75277210
172.24.206.32,4,4,"28,321,190.00",12090085-75277211
172.24.206.32,4,5,"28,321,190.00",12090085-75277212
172.24.206.32,4,6,"28,321,190.00",12090085-75277213
172.24.206.32,4,7,"28,321,190.00",12090085-75277214
172.24.206.32,4,8,"28,321,190.00",12090085-75277215
172.24.206.32,4,9,"28,321,190.00",12090085-75277216
172.24.206.32,4,10,"28,321,190.00",12090085-75277217
172.24.206.32,4,11,"28,321,190.00",12090085-75277218
172.24.206.32,4,12,"28,321,190.00",12090085-75277219
172.24.206.32,4,13,"28,321,190.00",12090085-75277220
172.24.206.32,4,14,"28,321,190.00",12090085-75277221
172.24.206.32,4,15,"28,321,190.00",12090085-75277222
172.24.206.32,5,0,"28,321,190.00",12090089-75277243
172.24.206.32,5,1,"28,321,190.00",12090089-75277244
172.24.206.32,5,2,"28,321,190.00",12090089-75277245
172.24.206.32,5,3,"28,321,190.00",12090089-75277246
172.24.206.32,5,4,"28,321,190.00",12090089-75277247
172.24.206.32,5,5,"28,321,190.00",12090089-75277248
172.24.206.32,5,6,"28,321,190.00",12090089-75277249
172.24.206.32,5,7,"28,321,190.00",12090089-75277250
172.24.206.32,5,8,"28,321,190.00",12090089-75277251
172.24.206.32,5,9,"28,321,190.00",12090089-75277252
172.24.206.32,5,10,"28,321,190.00",12090089-75277253
172.24.206.32,5,11,"28,321,190.00",12090089-75277254
172.24.206.32,5,12,"28,321,190.00",12090089-75277255
172.24.206.32,5,13,"28,321,190.00",12090089-75277256
172.24.206.32,5,14,"28,321,190.00",12090089-75277257
172.24.206.32,5,15,"28,321,190.00",12090089-75277258
172.24.206.32,6,0,"28,321,190.00",12090092-75277283
172.24.206.32,6,1,"28,321,190.00",12090092-75277285
172.24.206.32,6,2,"28,321,190.00",12090092-75277288
172.24.206.32,6,3,"28,321,190.00",12090092-75277289
172.24.206.32,6,4,"28,321,190.00",12090092-75277291
172.24.206.32,6,5,"28,321,190.00",12090092-75277293
172.24.206.32,6,6,"28,321,190.00",12090092-75277295
172.24.206.32,6,7,"28,321,190.00",12090092-75277297
172.24.206.32,6,8,"28,321,190.00",12090092-75277299
172.24.206.32,6,9,"28,321,190.00",12090092-75277300
172.24.206.32,6,10,"28,321,190.00",12090092-75277301
172.24.206.32,6,11,"28,321,190.00",12090092-75277302
172.24.206.32,6,12,"28,321,190.00",12090092-75277303
172.24.206.32,6,13,"28,321,190.00",12090092-75277304
172.24.206.32,6,14,"28,321,190.00",12090092-75277305
172.24.206.32,6,15,"28,321,190.00",12090092-75277306
172.24.206.32,7,0,"28,321,190.00",12090094-75277307
172.24.206.32,7,1,"28,321,190.00",12090094-75277308
172.24.206.32,7,2,"28,321,190.00",12090094-75277309
172.24.206.32,7,3,"28,321,190.00",12090094-75277310
172.24.206.32,7,4,"28,321,190.00",12090094-75277311
172.24.206.32,7,5,"28,321,190.00",12090094-75277312
172.24.206.32,7,6,"28,321,190.00",12090094-75277313
172.24.206.32,7,7,"28,321,190.00",12090094-75277314
172.24.206.32,7,8,"28,321,190.00",12090094-75277315
172.24.206.32,7,9,"28,321,190.00",12090094-75277316
172.24.206.32,7,10,"28,321,190.00",12090094-75277317
172.24.206.32,7,11,"28,321,190.00",12090094-75277318
172.24.206.32,7,12,"28,321,190.00",12090094-75277319
172.24.206.32,7,13,"28,321,190.00",12090094-75277320
172.24.206.32,7,14,"28,321,190.00",12090094-75277321
172.24.206.32,7,15,"28,321,190.00",12090094-75277322
172.24.206.32,8,0,"28,321,190.00",12090098-75277339
172.24.206.32,8,1,"28,321,190.00",12090098-75277340
172.24.206.32,8,2,"28,321,190.00",12090098-75277341
172.24.206.32,8,3,"28,321,190.00",12090098-75277342
172.24.206.32,8,4,"28,321,190.00",12090098-75277343
172.24.206.32,8,5,"28,321,190.00",12090098-75277344
172.24.206.32,8,6,"28,321,190.00",12090098-75277345
172.24.206.32,8,7,"28,321,190.00",12090098-75277346
172.24.206.32,8,8,"28,321,190.00",12090098-75277347
172.24.206.32,8,9,"28,321,190.00",12090098-75277348
172.24.206.32,8,10,"28,321,190.00",12090098-75277350
172.24.206.32,8,11,"28,321,190.00",12090098-75277352
172.24.206.32,8,12,"28,321,190.00",12090098-75277353
172.24.206.32,8,13,"28,321,190.00",12090098-75277355
172.24.206.32,8,14,"28,321,190.00",12090098-75277356
172.24.206.32,8,15,"28,321,190.00",12090098-75277358
172.24.206.32,11,0,"28,321,190.00",12090105-75277398
172.24.206.32,11,1,"28,321,190.00",12090105-75277399
172.24.206.32,11,2,"28,321,190.00",12090105-75277400
172.24.206.32,11,3,"28,321,190.00",12090105-75277401
172.24.206.32,11,4,"28,321,190.00",12090105-75277402
172.24.206.32,11,5,"28,321,190.00",12090105-75277403
172.24.206.32,11,6,"28,321,190.00",12090105-75277404
172.24.206.32,11,7,"28,321,190.00",12090105-75277405
172.24.206.32,11,8,"28,321,190.00",12090105-75277406
172.24.206.32,11,9,"28,321,190.00",12090105-75277407
172.24.206.32,11,10,"28,321,190.00",12090105-75277408
172.24.206.32,11,11,"28,321,190.00",12090105-75277409
172.24.206.32,11,12,"28,321,190.00",12090105-75277410
172.24.206.32,11,13,"28,321,190.00",12090105-75277411
172.24.206.32,11,14,"28,321,190.00",12090105-75277412
172.24.206.32,11,15,"28,321,190.00",12090105-75277413
172.24.206.32,12,0,"28,321,190.00",12090107-75277430
172.24.206.32,12,1,"28,321,190.00",12090107-75277431
172.24.206.32,12,2,"28,321,190.00",12090107-75277432
172.24.206.32,12,3,"28,321,190.00",12090107-75277433
172.24.206.32,12,4,"28,321,190.00",12090107-75277434
172.24.206.32,12,5,"28,321,190.00",12090107-75277435
172.24.206.32,12,6,"28,321,190.00",12090107-75277436
172.24.206.32,12,7,"28,321,190.00",12090107-75277437
172.24.206.32,12,8,"28,321,190.00",12090107-75277438
172.24.206.32,12,9,"28,321,190.00",12090107-75277439
172.24.206.32,12,10,"28,321,190.00",12090107-75277440
172.24.206.32,12,11,"28,321,190.00",12090107-75277441
172.24.206.32,12,12,"28,321,190.00",12090107-75277442
172.24.206.32,12,13,"28,321,190.00",12090107-75277443
172.24.206.32,12,14,"28,321,190.00",12090107-75277444
172.24.206.32,12,15,"28,321,190.00",12090107-75277445
172.24.206.32,13,0,"28,321,190.00",12090109-75277462
172.24.206.32,13,1,"28,321,190.00",12090109-75277463
172.24.206.32,13,2,"28,321,190.00",12090109-75277464
172.24.206.32,13,3,"28,321,190.00",12090109-75277465
172.24.206.32,13,4,"28,321,190.00",12090109-75277466
172.24.206.32,13,5,"28,321,190.00",12090109-75277467
172.24.206.32,13,6,"28,321,190.00",12090109-75277468
172.24.206.32,13,7,"28,321,190.00",12090109-75277469
172.24.206.32,13,8,"28,321,190.00",12090109-75277470
172.24.206.32,13,9,"28,321,190.00",12090109-75277471
172.24.206.32,13,10,"28,321,190.00",12090109-75277472
172.24.206.32,13,11,"28,321,190.00",12090109-75277473
172.24.206.32,13,12,"28,321,190.00",12090109-75277474
172.24.206.32,13,13,"28,321,190.00",12090109-75277475
172.24.206.32,13,14,"28,321,190.00",12090109-75277476
172.24.206.32,13,15,"28,321,190.00",12090109-75277477
172.24.206.76,2,1,"2798, 1219",12103122-75978421
172.24.206.76,2,2,"2798, 1219",12103122-75978422
172.24.206.76,2,3,"2798, 1219",12103122-75978424
172.24.206.76,2,4,"2798, 1219",12103122-75978426
172.24.206.76,2,5,"2798, 1219",12103122-75978429
172.24.206.76,2,6,"2798, 1219",12103122-75978431
172.24.206.76,2,7,"2798, 1219",12103122-75978433
172.24.206.76,2,8,"2798, 1219",12103122-75978434
172.24.206.76,2,9,"2798, 1219",12103122-75978436
172.24.206.76,2,10,"2798, 1219",12103122-75978437
172.24.206.76,2,11,"2798, 1219",12103122-75978438
172.24.206.76,2,12,"2798, 1219",12103122-75978439
172.24.206.76,2,13,"2798, 1219",12103122-75978440
172.24.206.76,2,14,"2798, 1219",12103122-75978441
172.24.206.76,2,15,"2798, 1219",12103122-75978442
172.24.206.76,2,16,"2798, 1219",12103122-75978443
172.24.206.76,3,1,"2798, 1219",127503303-518713688
172.24.206.76,3,2,"2798, 1219",127503303-518713689
172.24.206.76,3,3,"2798, 1219",127503303-518713690
172.24.206.76,3,4,"2798, 1219",127503303-518713691
172.24.206.76,3,5,"2798, 1219",127503303-518713692
172.24.206.76,3,6,"2798, 1219",127503303-518713693
172.24.206.76,3,7,"2798, 1219",127503303-518713694
172.24.206.76,3,8,"2798, 1219",127503303-518713695
172.24.206.76,3,9,"2798, 1219",127503303-518713696
172.24.206.76,3,10,"2798, 1219",127503303-518713697
172.24.206.76,3,11,"2798, 1219",127503303-518713698
172.24.206.76,3,12,"2798, 1219",127503303-518713699
172.24.206.76,3,13,"2798, 1219",127503303-518713700
172.24.206.76,3,14,"2798, 1219",127503303-518713701
172.24.206.76,3,15,"2798, 1219",127503303-518713702
172.24.206.76,3,16,"2798, 1219",127503303-518713703
172.24.206.76,4,1,"2798, 1219",160128509-639832729
172.24.206.76,4,2,"2798, 1219",160128509-639927983
172.24.206.76,4,3,"2798, 1219",160128509-639832730
172.24.206.76,4,4,"2798, 1219",160128509-639927984
172.24.206.76,4,5,"2798, 1219",160128509-639832731
172.24.206.76,4,6,"2798, 1219",160128509-639927985
172.24.206.76,4,7,"2798, 1219",160128509-639832732
172.24.206.76,4,8,"2798, 1219",160128509-639927986
172.24.206.76,4,9,"2798, 1219",160128509-639832733
172.24.206.76,4,10,"2798, 1219",160128509-639927987
172.24.206.76,4,11,"2798, 1219",160128509-639832734
172.24.206.76,4,12,"2798, 1219",160128509-639927988
172.24.206.76,4,13,"2798, 1219",160128509-639832735
172.24.206.76,4,14,"2798, 1219",160128509-639927989
172.24.206.76,4,15,"2798, 1219",160128509-639832736
172.24.206.76,4,16,"2798, 1219",160128509-639927990
172.24.155.5,18,0,3822. 1037,33902704-245063858
172.24.155.5,18,1,3822. 1037,33902704-245063859
172.24.155.5,18,2,3822. 1037,33902704-245063860
172.24.155.5,18,3,3822. 1037,33902704-245063861
172.24.155.5,18,4,3822. 1037,33902704-245063862
172.24.155.5,18,5,3822. 1037,33902704-245063863
172.24.155.5,18,6,3822. 1037,33902704-245063864
172.24.155.5,18,7,3822. 1037,33902704-245063865
172.24.155.5,18,8,3822. 1037,33902704-245063866
172.24.155.5,18,9,3822. 1037,33902704-245063867
172.24.155.5,18,10,3822. 1037,33902704-245063868
172.24.155.5,18,11,3822. 1037,33902704-245063869
172.24.155.5,18,12,3822. 1037,33902704-245063870
172.24.155.5,18,13,3822. 1037,33902704-245063871
172.24.155.5,18,14,3822. 1037,33902704-245063872
172.24.155.5,18,15,3822. 1037,33902704-245063873
172.28.118.36,1,1,3242.2947,12103104-75978407
172.28.118.36,1,2,3242.2947,12103104-75978408
172.28.118.36,1,3,3242.2947,12103104-75978409
172.28.118.36,1,4,3242.2947,12103104-75978410
172.28.118.36,2,1,3242.2947,12103132-75978419
172.28.118.36,3,1,3242.2947,12103151-75978502
172.28.118.36,3,2,3242.2947,12103151-75978504
172.28.118.36,3,3,3242.2947,12103151-75978506
172.28.118.36,3,4,3242.2947,12103151-75978509
172.28.118.36,4,1,3242.2947,12103165-75978603
172.28.118.36,4,2,3242.2947,12103165-75978607
172.28.118.36,4,3,3242.2947,12103165-75978609
172.28.118.36,4,4,3242.2947,12103165-75978612
172.28.118.36,5,1,3242.2947,12103180-75978676
172.28.118.36,5,2,3242.2947,12103180-75978677
172.28.118.36,5,3,3242.2947,12103180-75978678
172.28.118.36,5,4,3242.2947,12103180-75978679
172.28.118.36,14,1,3242.2947,12103234-75979029
172.28.118.36,14,2,3242.2947,12103234-75979031
172.28.118.36,14,3,3242.2947,12103234-75979033
172.28.118.36,14,4,3242.2947,12103234-75979035
172.28.117.23,1,1,3842.1369,12105556-76005469
172.28.117.23,1,2,3842.1369,12105556-76005470
172.28.117.23,1,3,3842.1369,12105556-76005471
172.28.117.23,1,4,3842.1369,12105556-76005472
172.28.117.23,3,1,3842.1369,12105558-76005474
172.28.117.23,3,2,3842.1369,12105558-76005475
172.28.117.23,3,3,3842.1369,12105558-76005476
172.28.117.23,3,4,3842.1369,12105558-76005477
172.24.206.71,2,1,"3894, 232",271653311-1318601446
172.24.206.71,2,2,"3894, 232",271653311-1318638817
172.24.206.71,2,3,"3894, 232",271653311-1318601447
172.24.206.71,2,4,"3894, 232",271653311-1318638818
172.24.206.71,2,5,"3894, 232",271653311-1318601448
172.24.206.71,2,6,"3894, 232",271653311-1318638819
172.24.206.71,2,7,"3894, 232",271653311-1318601449
172.24.206.71,2,8,"3894, 232",271653311-1318638820
172.24.206.71,2,9,"3894, 232",271653311-1318601450
172.24.206.71,2,10,"3894, 232",271653311-1318638821
172.24.206.71,2,11,"3894, 232",271653311-1318601451
172.24.206.71,2,12,"3894, 232",271653311-1318638822
172.24.206.71,2,13,"3894, 232",271653311-1318601452
172.24.206.71,2,14,"3894, 232",271653311-1318638823
172.24.206.71,2,15,"3894, 232",271653311-1318601453
172.24.206.71,2,16,"3894, 232",271653311-1318638824
172.24.206.71,3,1,"3894, 232",271728306-1318638825
172.24.206.71,3,2,"3894, 232",271728306-1318601454
172.24.206.71,3,3,"3894, 232",271728306-1318638826
172.24.206.71,3,4,"3894, 232",271728306-1318601455
172.24.206.71,3,5,"3894, 232",271728306-1318638827
172.24.206.71,3,6,"3894, 232",271728306-1318601456
172.24.206.71,3,7,"3894, 232",271728306-1318638828
172.24.206.71,3,8,"3894, 232",271728306-1318601457
172.24.206.71,4,1,"3894, 232",271653312-1318601470
172.24.206.71,4,2,"3894, 232",271653312-1318638841
172.24.206.71,4,3,"3894, 232",271653312-1318601471
172.24.206.71,4,4,"3894, 232",271653312-1318638842
172.24.206.71,4,5,"3894, 232",271653312-1318601472
172.24.206.71,4,6,"3894, 232",271653312-1318638843
172.24.206.71,4,7,"3894, 232",271653312-1318601473
172.24.206.71,4,8,"3894, 232",271653312-1318638844
172.24.206.71,5,1,"3894, 232",582678349-2118471254
172.24.206.71,5,2,"3894, 232",582678349-2118410670
172.24.206.71,5,3,"3894, 232",582678349-2118471255
172.24.206.71,5,4,"3894, 232",582678349-2118410671
172.24.206.71,5,5,"3894, 232",582678349-2118471256
172.24.206.71,5,6,"3894, 232",582678349-2118410672
172.24.206.71,5,7,"3894, 232",582678349-2118471257
172.24.206.71,5,8,"3894, 232",582678349-2118410673
172.24.206.71,5,9,"3894, 232",582678349-2118471258
172.24.206.71,5,10,"3894, 232",582678349-2118410674
172.24.206.71,5,11,"3894, 232",582678349-2118471259
172.24.206.71,5,12,"3894, 232",582678349-2118410675
172.24.206.71,5,13,"3894, 232",582678349-2118471260
172.24.206.71,5,14,"3894, 232",582678349-2118410676
172.24.206.71,5,15,"3894, 232",582678349-2118471261
172.24.206.71,5,16,"3894, 232",582678349-2118410677
172.24.206.71,6,1,"3894, 232",271653313-1318601490
172.24.206.71,6,2,"3894, 232",271653313-1318638861
172.24.206.71,6,3,"3894, 232",271653313-1318601491
172.24.206.71,6,4,"3894, 232",271653313-1318638862
172.24.206.71,6,5,"3894, 232",271653313-1318601492
172.24.206.71,6,6,"3894, 232",271653313-1318638863
172.24.206.71,6,7,"3894, 232",271653313-1318601493
172.24.206.71,6,8,"3894, 232",271653313-1318638864
172.24.206.71,7,1,"3894, 232",271728308-1318638865
172.24.206.71,7,2,"3894, 232",271728308-1318601494
172.24.206.71,7,3,"3894, 232",271728308-1318638866
172.24.206.71,7,4,"3894, 232",271728308-1318601495
172.24.206.71,7,5,"3894, 232",271728308-1318638867
172.24.206.71,7,6,"3894, 232",271728308-1318601496
172.24.206.71,7,7,"3894, 232",271728308-1318638868
172.24.206.71,7,8,"3894, 232",271728308-1318601497
172.24.206.71,8,1,"3894, 232",271653314-1318601498
172.24.206.71,8,2,"3894, 232",271653314-1318638869
172.24.206.71,8,3,"3894, 232",271653314-1318601499
172.24.206.71,8,4,"3894, 232",271653314-1318638870
172.24.206.71,8,5,"3894, 232",271653314-1318601500
172.24.206.71,8,6,"3894, 232",271653314-1318638871
172.24.206.71,8,7,"3894, 232",271653314-1318601501
172.24.206.71,8,8,"3894, 232",271653314-1318638872
172.24.206.71,9,1,"3894, 232",271728309-1318638873
172.24.206.71,9,2,"3894, 232",271728309-1318601502
172.24.206.71,9,3,"3894, 232",271728309-1318638874
172.24.206.71,9,4,"3894, 232",271728309-1318601503
172.24.206.71,9,5,"3894, 232",271728309-1318638875
172.24.206.71,9,6,"3894, 232",271728309-1318601504
172.24.206.71,9,7,"3894, 232",271728309-1318638876
172.24.206.71,9,8,"3894, 232",271728309-1318601505
172.24.206.71,12,1,"3894, 232",271653316-1318601518
172.24.206.71,12,2,"3894, 232",271653316-1318638889
172.24.206.71,12,3,"3894, 232",271653316-1318601519
172.24.206.71,12,4,"3894, 232",271653316-1318638890
172.24.206.71,12,5,"3894, 232",271653316-1318601520
172.24.206.71,12,6,"3894, 232",271653316-1318638891
172.24.206.71,12,7,"3894, 232",271653316-1318601521
172.24.206.71,12,8,"3894, 232",271653316-1318638892
172.24.206.71,13,1,"3894, 232",410853350-1489111355
172.24.206.71,13,2,"3894, 232",410853350-1489211679
172.24.206.71,13,3,"3894, 232",410853350-1489111356
172.24.206.71,13,4,"3894, 232",410853350-1489211680
172.24.206.71,13,5,"3894, 232",410853350-1489111357
172.24.206.71,13,6,"3894, 232",410853350-1489211681
172.24.206.71,13,7,"3894, 232",410853350-1489111358
172.24.206.71,13,8,"3894, 232",410853350-1489211682
172.24.206.71,13,9,"3894, 232",410853350-1489111359
172.24.206.71,13,10,"3894, 232",410853350-1489211683
172.24.206.71,13,11,"3894, 232",410853350-1489111360
172.24.206.71,13,12,"3894, 232",410853350-1489211684
172.24.206.71,13,13,"3894, 232",410853350-1489111361
172.24.206.71,13,14,"3894, 232",410853350-1489211685
172.24.206.71,13,15,"3894, 232",410853350-1489111362
